Activity Master: Activity Master Number,Zone,Activity Code,Activity Name,Activity Name (Arabic),Status,Minimum Share Capital,License Type,Is Not Allowed for Coworking(ESR),Is Special,Activity Price,Activity Group,Description,Qualification Requirement,Documents Required
AM-01917,Freezone,5149-23,Basic Industrial Chemicals Trading,????? ?????????? ???????? ????????,Active,,Commercial,0,Standard,,Chemicals trading,"Includes reselling intermediate chemicals such as resins, compounds, salts, sulfates, sulfurs, and others used in manufacturing by blending with other substances to produce paints, ink, cosmetics, detergents, fertilizers, pesticides, final chemical products, manufacturing metals, water purification and sterilization, in food industries such as preservatives, colorants, additives, flavors and fragrances, or in environment protection.",,"For Warehouse & Land: Department of Civil Defense, General Resources Authority-CCTV"
AM-01918,Freezone,9312017,Basketball Club,???? ??? ???,Active,,Services,0,,,Sport Club,Basketball Club,,General Authority of Sports
AM-01730,Freezone,503006,Batteries Trading,????? ????????? ???????,Active,,Commercial,0,Standard,,Auto spare parts trading,"Includes reselling power generation and storage batteries for cars, boats,motorcycles and other machinery.",,"For Warehouse & Land: Department of Civil Defense, General Resources Authority-CCTV"
AM-01759,Freezone,515919,Beauty & Personal Care Equipment Trading,????? ????? ??????? ???????? ???????,Active,,Commercial,0,Standard,,Mechanical & engineering equipment trading,"Includes reselling equipment and supplies used in beauty and hair saloons, rehabilitation and personal care centers, also, health oriented equipment like pure and flavoured oxygen generators, relaxation and message equipment like chairs, beds, steam and sauna rooms, other similar ones unclassified as medical or sport equipment.",,
AM-06094,Freezone,513962,Beauty and Personal Care Requisites Trading,????? ????? ?????? ??????? ???????? ???????,Active,,Commercial,0,Standard,,Medicines trading,"Includes reselling of personal beauty treatment scissors ( hair and nails), shaving articles and brushes( hear, teeth and shaving), combs, small mirrors, rasps, wigs, hair dryers and shaving devices (except cosmetics which are classified in No. 5132-06)",,
AM-01921,Freezone,5252-10,Beverages Canteen,??? ??? ????????,Active,,Commercial,0,Standard,,outlet group,Includes the preparation and serving of beverages for immediate consumption on the premise.,,RAK Municipality- Public Health Department
AM-06095,Freezone,513952,Bicycles & Spare Parts Trading,????? ???????? ???????? ???? ?????? ????????,Active,,Commercial,0,Standard,,Sports equipment trading,"Includes reselling the two or three wheeled bicycles used for recreation, transportation, racing and as children's toys.",,
AM-01922,Freezone,9311008,Billiards and Snooker Hall,???? ????????? ????????,Active,,Services,0,,,Halls and exibition,Billiards and Snooker Hall,,General Authority of Sports
AM-06987,Freezone,RAKEZ100027,Biodegradable & Compostable Products Trading,????? ???????? ??????? ?????? ??????,Active,,Commercial,0,,,Home appliances trading,,,
AM-06072,Freezone,515201,Blank Cassettes Trading,????? ????? ??????? ??? ???????,Active,,Commercial,0,Standard,,Electronics group,"Includes reselling blank video cassettes, audio cassettes, cinematography tapes, and other tapes used for photographing, copying or recording.",,
AM-06099,Freezone,513102,"Blankets, Towels & Linens Trading",????? ????????? ???????? ???????? ????????,Active,,Commercial,0,Standard,,Ready made garments qroup,"Includes reselling household of blankets and linen, including bedcovers, furniture covers, bedsheets, towels, pillows, cushions and covers and all the other similar products.",,
AM-06085,Freezone,515975,Blast Furnaces & Smelters Trading,????? ??????? ??????? ????????,Active,,Commercial,0,Standard,,Mechanical & engineering equipment trading,Includes reselling blast furnaces used for smelting iron ores to produce semi-finished products.,,
AM-03789,Freezone,514206,"Bolts, Nuts, Screws & Nails Trading",????? ????? ?????? ????????,Active,,Commercial,0,Standard,,Building materials trading,"Includes reselling of different types of screws, nuts, nails, spikes, needles, tensioners, tighteners antifrictioners,gasket rings and similar requisites, also includes chains, rings and anchoring hooks for moorages and ports.",,
AM-06779,Freezone,100079,Books,???,Active,,Media,0,Standard,,Publishing,Books,Certified_Academic_Degree,"Media Regulatory Office / Ministry of Culture & Youth,Media Brief Form"
AM-06981,Freezone,RAKEZ4649020,"Books, Newspapers & Publications Trading",????? ????? ?????? ??????????,Active,,Commercial,0,,,"Books, Newspapers & Publications Trading","Books, Newspapers & Publications Trading",,
AM-01722,Freezone,9311010,Bowling Hall,???? ??????,Active,,Services,0,,,Halls and exibition,Bowling Hall,,General Authority of Sports
AM-03597,Freezone,RAKEZ /2017/18,Branch Business School,??? ???? ????? ???????,Active,50000,Educational,0,Standard,15000,Higher Education Provider,Higher Education Provider,Certified_Academic_Degree,Academic Zone
AM-03598,Freezone,RAKEZ /2017/19,Branch College,??? ????,Active,,Educational,0,Standard,15000,Higher Education Provider,Higher Education Provider,Certified_Academic_Degree,Academic Zone
AM-03599,Freezone,RAKEZ /2017/21,Branch Community College,??? ???? ??????,Active,,Educational,0,Standard,15000,Higher Education Provider,Higher Education Provider,Certified_Academic_Degree,Academic Zone
AM-03596,Freezone,RAKEZ /2017/16,Branch University,??? ?????,Active,,Educational,0,Standard,15000,Higher Education Provider,Higher Education Provider,Certified_Academic_Degree,Academic Zone
AM-06780,Freezone,100008,Branding and Corporate Identity,?????? ???????? ???????? ????????,Active,,Media,0,Standard,,Media & Marketing Services,Branding and Corporate Identity,,Media Brief Form
AM-01724,Freezone,5122-15,Bread & Bakery Products Trading,????? ????? ??????? ???????,Active,,Commercial,0,Standard,,Foodstuff trading,"Includes reselling of different types of bread and bakery products such as cakes, biscuits and toasted bread.",,For Warehouse & Land: RAK Municipality- Public Health Department
AM-03790,Freezone,515924,Bricks Making Equipment Trading,????? ????? ????? ??? ?????,Active,,Commercial,0,Standard,,Mechanical & engineering equipment trading,"Includes reselling bricks manufacturing equipment and machinery , including sand bricks, red bricks and gypsum bricks, whether they are fixed or portable equipment.",,
AM-03903,Freezone,514302,Bricks Trading,????? ?????,Active,,Commercial,0,Standard,,Building materials trading,"Includes reselling of bricks used in building and construction bricks made of lime, bricks, glass or any other material.",,
AM-06781,Freezone,100045,Broadcasting Consultants,???????? ????,Active,,Media,0,Standard,,Broadcast Support Services,Broadcasting Consultants,,Media Brief Form
AM-03542,Freezone,514300,Building & Construction Materials Trading,????? ???? ??????,Active,,Commercial,0,Standard,,Building materials trading,Includes reselling building and construction materials and requisites as detailed in the subsequent activities.,,
AM-03545,Freezone,515933,Building Cleaning Equipment Trading,????? ????? ????? ???????,Active,,Commercial,0,Standard,,Mechanical & engineering equipment trading,Includes reselling the equipment that facilitate and expedite the cleaning process of buildings interior and exterior.,,
AM-08404,Freezone,4311001,Building Demolition and other Constructions and Debris Clearing,??? ??????? ?????? ?? ????????? ???? ???????,Active,,Services,0,Standard,,Demolition and site preparation,"Includes firms engaged in the tearing-down of buildings and other structures on the verge of collapse or for replacement using different techniques, such as cranes for high rise buildings, excavators and manual for medium buildings as well as building implosion using explosives.",,
AM-03604,Freezone,514208,Building Hardware & Tools Trading,????? ??? ?????? ??????,Active,,Commercial,0,Standard,,Building materials trading,"Includes reselling of construction and building shovels, mattocks, coaters,whether all or partially made of wood or plastic.",,
